tmdb_id,imdb_id,title,release_date,genres,budget,revenue,runtime,original_language,production_companies,popularity,tmdb_vote_average,tmdb_vote_count,release_year,genre_primary,budget_reported,revenue_reported,roi,imdb_rating,imdb_votes,metascore,rotten_tomatoes,rated,box_office,awards
1066298,tt21148018,Full River Red,2023-01-22,"Mystery, Comedy, Thriller, History",,673556758.0,157,zh,"Huanxi Media, Edko Films, Emperor Motion Pictures",0.7368,6.0,177,2023,Mystery,False,True,,6.4,3918,75.0,94.0,Not Rated,,27 wins & 22 nominations total
745,tt0167404,The Sixth Sense,1999-08-06,"Mystery, Thriller, Drama",40000000.0,672800000.0,107,en,"Spyglass Entertainment, The Kennedy/Marshall Company, Hollywood Pictures, Barry Mendel Productions",6.8499,7.955,13000,1999,Mystery,True,True,15.82,8.2,1136530,64.0,86.0,PG-13,293506292.0,Nominated for 6 Oscars. 37 wins & 56 nominations total
1729016,tt32536035,The Yoshi Movie,2025-11-22,"Adventure, Action, Comedy",200000.0,670000000.0,90,en,"Awesome Studios, Yoshi Plush Studios",0.2116,0.0,0,2025,Adventure,True,True,3349.0,,8,,,,,
49521,tt0770828,Man of Steel,2013-06-12,"Action, Adventure, Science Fiction",225000000.0,668045518.0,143,en,"Syncopy, Peters Entertainment, Warner Bros. Pictures, DC",11.3354,6.653,16337,2013,Action,True,True,1.969091191111111,7.1,865769,55.0,56.0,PG-13,291045518.0,Nominated for 1 BAFTA Award. 7 wins & 46 nominations total
49444,tt1302011,Kung Fu Panda 2,2011-05-25,"Animation, Family, Comedy, Action",150000000.0,665692281.0,91,en,DreamWorks Animation,10.7097,7.075,7984,2011,Animation,True,True,3.43794854,7.3,349971,67.0,82.0,PG,165249063.0,Nominated for 1 Oscar. 5 wins & 47 nominations total
842675,tt13539646,The Wandering Earth II,2023-01-22,"Science Fiction, Action, Adventure",73800000.0,665000000.0,174,zh,"Guo Fan Culture and Media, G!Film Studio, DF Pictures, China Film Group Corporation",3.2204,7.293,733,2023,Science Fiction,True,True,8.010840108401084,6.7,16204,56.0,83.0,Not Rated,5023132.0,39 wins & 32 nominations total
141052,tt0974015,Justice League,2017-11-15,"Action, Adventure, Science Fiction",300000000.0,661326987.0,120,en,"Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, RatPac Entertainment, DC Films",5.574,6.071,13747,2017,Action,True,True,1.20442329,6.0,502540,45.0,39.0,PG-13,229024295.0,2 wins & 15 nominations total
950,tt0438097,Ice Age: The Meltdown,2006-03-29,"Animation, Family, Comedy, Adventure",80000000.0,660998756.0,91,en,"20th Century Fox Animation, Blue Sky Studios, 20th Century Fox",6.444,6.725,10417,2006,Animation,True,True,7.26248445,6.8,316256,59.0,56.0,PG,195330621.0,8 wins & 16 nominations total
177572,tt2245084,Big Hero 6,2014-10-24,"Adventure, Family, Animation, Action, Comedy",165000000.0,657870525.0,102,en,Walt Disney Animation Studios,23.4248,7.726,16697,2014,Adventure,True,True,2.987094090909091,7.8,548572,74.0,90.0,PG,222527828.0,Won 1 Oscar. 17 wins & 58 nominations total
1462229,tt38035835,Pegasus 3,2026-02-17,"Drama, Comedy",80000000.0,656459523.0,126,zh,"Shanghai PMF Media, Maoyan Entertainment, Damai Entertainment, Wanda Pictures, Bona Film Group, Fun Age Pictures, Zhejiang Hengdian Film Production, China Film Group Corporation, Shanghai Ruyi Film & TV Production 上海儒意影视制作",3.0253,7.2,39,2026,Drama,True,True,7.2057440375,,112,,,,,1 win total
22,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,"Adventure, Fantasy, Action",140000000.0,655011224.0,143,en,"Walt Disney Pictures, Jerry Bruckheimer Films",13.7763,7.831,22444,2003,Adventure,True,True,3.6786516,8.1,1323403,63.0,79.0,PG-13,305413918.0,Nominated for 5 Oscars. 38 wins & 104 nominations total
338952,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018-11-14,"Fantasy, Adventure",200000000.0,654900000.0,134,en,"Warner Bros. Pictures, Heyday Films",3.6007,6.8,11537,2018,Fantasy,True,True,2.2745,6.5,329657,52.0,36.0,PG-13,159555901.0,Nominated for 2 BAFTA 3 wins & 22 nominations total
41154,tt1409024,Men in Black 3,2012-05-23,"Action, Comedy, Science Fiction",225000000.0,654213485.0,106,en,"Columbia Pictures, Hemisphere Media Capital, Amblin Entertainment, Parkes+MacDonald Image Nation, Image Nation Abu Dhabi",4.0121,6.546,11062,2012,Action,True,True,1.907615488888889,6.8,409954,58.0,67.0,PG-13,179020854.0,2 wins & 13 nominations total
131634,tt1951266,The Hunger Games: Mockingjay - Part 2,2015-11-18,"Action, Adventure, Science Fiction",160000000.0,653428261.0,137,en,"Lionsgate, Color Force, Studio Babelsberg",8.5074,6.9,13423,2015,Action,True,True,3.08392663125,6.6,410756,65.0,70.0,PG-13,281723902.0,15 wins & 34 nominations total
1894,tt0121765,Star Wars: Episode II - Attack of the Clones,2002-05-15,"Adventure, Action, Science Fiction",120000000.0,649398328.0,142,en,Lucasfilm Ltd.,6.88,6.596,14468,2002,Adventure,True,True,4.411652733333334,6.6,815170,54.0,62.0,PG,310676740.0,Nominated for 1 Oscar. 21 wins & 71 nominations total
76338,tt1981115,Thor: The Dark World,2013-10-30,"Action, Adventure, Fantasy",170000000.0,644783140.0,112,en,Marvel Studios,10.9093,6.512,18433,2013,Action,True,True,2.792842,6.7,776160,54.0,67.0,PG-13,206362140.0,4 wins & 21 nominations total
1087192,tt26743210,How to Train Your Dragon,2025-06-06,"Fantasy, Family, Action, Adventure",150000000.0,636351148.0,125,en,"DreamWorks Animation, Marc Platt Productions",14.457,7.933,2959,2025,Fantasy,True,True,3.2423409866666666,7.7,131570,61.0,78.0,PG,262958100.0,Nominated for 1 BAFTA Award. 4 wins & 20 nominations total
787699,tt6166392,Wonka,2023-12-06,"Comedy, Family, Fantasy",125000000.0,634502312.0,117,en,"Warner Bros. Pictures, Village Roadshow Pictures, The Roald Dahl Story Company, Heyday Films, Domain Entertainment",6.7722,7.0,4443,2023,Comedy,True,True,4.076018496,6.9,188015,66.0,82.0,PG,218402312.0,Nominated for 1 BAFTA Award6 wins & 45 nominations total
335797,tt3470600,Sing,2016-11-23,"Animation, Comedy, Family, Music",75000000.0,634151679.0,108,en,Illumination,5.5157,7.124,8481,2016,Animation,True,True,7.45535572,7.1,210521,59.0,71.0,PG,270578425.0,3 wins & 25 nominations total
911430,tt16311594,F1,2025-06-25,"Action, Drama",300000000.0,634142436.0,156,en,"Plan B Entertainment, Jerry Bruckheimer Films, Dawn Apollo Films, Apple Studios, Monolith Pictures",27.5652,7.815,4270,2025,Action,True,True,1.11380812,7.6,353753,68.0,82.0,PG-13,189642436.0,Won 1 Oscar. 31 wins & 129 nominations total
9502,tt0441773,Kung Fu Panda,2008-06-04,"Action, Animation, Comedy, Family",130000000.0,632091832.0,90,en,DreamWorks Animation,9.8761,7.331,12773,2008,Action,True,True,3.8622448615384615,7.6,574537,74.0,87.0,PG,216064546.0,Nominated for 1 Oscar. 15 wins & 39 nominations total
9806,tt0317705,The Incredibles,2004-10-27,"Action, Adventure, Animation, Family",92000000.0,631442092.0,115,en,Pixar,8.5353,7.727,19034,2004,Action,True,True,5.863501,8.0,891503,90.0,,PG,261441092.0,Won 2 Oscars. 70 wins & 56 nominations total
286217,tt3659388,The Martian,2015-09-30,"Science Fiction, Drama, Adventure",108000000.0,631058917.0,141,en,"Genre Films, TSG Entertainment, 20th Century Fox, Scott Free Productions",17.0992,7.704,21439,2015,Science Fiction,True,True,4.84313812037037,8.0,999128,80.0,91.0,PG-13,228433663.0,Nominated for 7 Oscars. 40 wins & 199 nominations total
8960,tt0448157,Hancock,2008-07-01,"Fantasy, Action",150000000.0,629400000.0,92,en,"Columbia Pictures, Relativity Media, Blue Light, Weed Road Pictures, Overbrook Entertainment",3.0651,6.356,10333,2008,Fantasy,True,True,3.196,6.4,534419,49.0,42.0,R,227946274.0,4 wins & 14 nominations total
928123,tt16194408,The Battle at Lake Changjin II: Water Gate Bridge,2022-02-01,"War, History, Action",200000000.0,626203271.0,149,zh,"Bona Film Group, Distribution Workshop, Alibaba Pictures Group, Huaxia Film Distribution, Just Creative Studio, Mandrill Visual Effects, China Film Group Corporation",0.9004,6.263,97,2022,War,True,True,2.131016355,5.6,1718,,,,117294.0,14 wins & 17 nominations total
51497,tt1596343,Fast Five,2011-04-20,"Action, Thriller, Crime",125000000.0,626100000.0,131,en,"Original Film, Universal Pictures, One Race",1.199,7.244,8939,2011,Action,True,True,4.0088,7.3,430221,66.0,77.0,PG-13,209837675.0,9 wins & 21 nominations total
10138,tt1228705,Iron Man 2,2010-04-28,"Adventure, Action, Science Fiction",200000000.0,623933331.0,124,en,"Marvel Studios, Fairview Entertainment, Marvel Entertainment",9.6522,6.9,22536,2010,Adventure,True,True,2.119666655,6.9,936571,57.0,72.0,PG-13,312433331.0,Nominated for 1 Oscar. 7 wins & 45 nominations total
2062,tt0382932,Ratatouille,2007-06-28,"Animation, Comedy, Family, Fantasy",150000000.0,623726000.0,111,en,Pixar,12.6315,7.845,18651,2007,Animation,True,True,3.158173333333333,8.1,940588,96.0,96.0,G,206445654.0,Won 1 Oscar. 69 wins & 42 nominations total
363088,tt5095030,Ant-Man and the Wasp,2018-07-04,"Action, Adventure, Science Fiction",140000000.0,622674139.0,119,en,Marvel Studios,4.4906,6.902,14272,2018,Action,True,True,3.4476724214285714,7.0,493940,70.0,87.0,PG-13,216648740.0,2 wins & 21 nominations total
82702,tt1646971,How to Train Your Dragon 2,2014-06-05,"Fantasy, Action, Adventure, Animation, Family",145000000.0,621537519.0,102,en,DreamWorks Animation,15.3363,7.7,10529,2014,Fantasy,True,True,3.286465648275862,7.8,398152,77.0,92.0,PG,177002924.0,Nominated for 1 Oscar. 15 wins & 61 nominations total
263115,tt3315342,Logan,2017-02-28,"Action, Drama, Science Fiction",97000000.0,619021436.0,137,en,"Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox, Marvel Entertainment, TSG Entertainment",17.9315,7.821,20533,2017,Action,True,True,5.381664288659794,8.1,917281,77.0,93.0,R,226277068.0,Nominated for 1 Oscar. 28 wins & 82 nominations total
