tmdb_id,imdb_id,title,release_date,genres,budget,revenue,runtime,original_language,production_companies,popularity,tmdb_vote_average,tmdb_vote_count,release_year,genre_primary,budget_reported,revenue_reported,roi,imdb_rating,imdb_votes,metascore,rotten_tomatoes,rated,box_office,awards
315635,tt2250912,Spider-Man: Homecoming,2017-07-05,"Action, Adventure, Science Fiction",175000000.0,880978185.0,133,en,"Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures",28.0153,7.331,23335,2017,Action,True,True,4.034161057142857,7.4,795043,73.0,92.0,PG-13,334952829.0,8 wins & 11 nominations total
206647,tt2379713,Spectre,2015-10-26,"Action, Adventure, Thriller",245000000.0,880707597.0,148,en,"Metro-Goldwyn-Mayer, Columbia Pictures, EON Productions",6.9253,6.57,11321,2015,Action,True,True,2.5947248857142857,6.8,493010,60.0,63.0,PG-13,200074609.0,Won 1 Oscar. 8 wins & 37 nominations total
57800,tt1667889,Ice Age: Continental Drift,2012-06-27,"Animation, Comedy, Adventure, Family",95000000.0,877244782.0,88,en,"Blue Sky Studios, 20th Century Fox Animation",17.8155,6.392,8171,2012,Animation,True,True,8.2341556,6.5,240893,49.0,37.0,PG,161321843.0,2 wins & 11 nominations total
672,tt0295297,Harry Potter and the Chamber of Secrets,2002-11-13,"Adventure, Fantasy",100000000.0,876688482.0,161,en,"Warner Bros. Pictures, Heyday Films, 1492 Pictures, MIRACLE Productions",11.682,7.706,23761,2002,Adventure,True,True,7.76688482,7.5,759564,63.0,82.0,PG,263094348.0,Won 1 BAFTA Award14 wins & 50 nominations total
328111,tt2709768,The Secret Life of Pets,2016-06-18,"Animation, Comedy, Family, Adventure",75000000.0,875457937.0,86,en,"Illumination, Universal Pictures",2.2374,6.323,8556,2016,Animation,True,True,10.672772493333332,6.5,233985,61.0,70.0,PG,368623860.0,4 wins & 15 nominations total
209112,tt2975590,Batman v Superman: Dawn of Justice,2016-03-23,"Action, Adventure, Fantasy",250000000.0,874362803.0,152,en,"Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, Cruel & Unusual Films, DC",14.567,6.0,19122,2016,Action,True,True,2.497451212,6.4,790738,44.0,28.0,R,330360194.0,14 wins & 33 nominations total
120,tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,"Adventure, Fantasy, Action",93000000.0,871368364.0,179,en,"New Line Cinema, WingNut Films, The Saul Zaentz Company",18.6826,8.438,27862,2001,Adventure,True,True,8.369552301075268,8.9,2203785,92.0,91.0,PG-13,325873309.0,Won 4 Oscars. 126 wins & 127 nominations total
452557,tt7131870,Wolf Warrior 2,2017-07-27,"War, Action",30100000.0,870325439.0,124,zh,"Spring Era Film Company, Beijing Century Media Culture, Chao Feng Pictures, Orange Image 橙子映像, Beijing Culture 北京京西文化, DF Pictures",3.6737,6.5,337,2017,War,True,True,27.91446641196013,5.9,9482,44.0,67.0,Not Rated,2721100.0,32 wins & 16 nominations total
1234821,tt31036941,Jurassic World Rebirth,2025-06-23,"Science Fiction, Adventure, Action",180000000.0,869146189.0,134,en,"Universal Pictures, Amblin Entertainment",39.637,6.276,3530,2025,Science Fiction,True,True,3.828589938888889,5.8,194010,50.0,50.0,PG-13,339640400.0,Nominated for 1 Oscar. 3 wins & 14 nominations total
101299,tt1951264,The Hunger Games: Catching Fire,2013-11-15,"Adventure, Action, Science Fiction",130000000.0,865011746.0,146,en,"Lionsgate, Color Force",11.6995,7.4,18548,2013,Adventure,True,True,5.653936507692308,7.5,768630,76.0,90.0,PG-13,424668047.0,22 wins & 68 nominations total
283995,tt3896198,Guardians of the Galaxy Vol. 2,2017-04-25,"Science Fiction, Adventure, Action",200000000.0,863756051.0,137,en,Marvel Studios,10.2405,7.61,23069,2017,Science Fiction,True,True,3.318780255,7.6,828114,67.0,85.0,PG-13,389813101.0,Nominated for 1 Oscar. 15 wins & 62 nominations total
505642,tt9114286,Black Panther: Wakanda Forever,2022-11-09,"Action, Adventure, Science Fiction",250000000.0,859102154.0,162,en,Marvel Studios,16.8443,7.005,7559,2022,Action,True,True,2.436408616,6.6,368850,67.0,84.0,PG-13,453829060.0,Won 1 Oscar. 53 wins & 173 nominations total
150540,tt2096673,Inside Out,2015-06-17,"Animation, Family, Adventure, Drama, Comedy",175000000.0,857611174.0,95,en,Pixar,21.6221,7.9,23610,2015,Animation,True,True,3.90063528,8.1,905131,94.0,98.0,PG,356461711.0,Won 1 Oscar. 99 wins & 118 nominations total
335983,tt1270797,Venom,2018-09-28,"Science Fiction, Action",116000000.0,856085151.0,112,en,"Matt Tolmach Productions, Pascal Pictures, Marvel Entertainment, Tencent Pictures, Arad Productions, Columbia Pictures",5.5506,6.825,17338,2018,Science Fiction,True,True,6.380044405172414,6.6,601600,35.0,31.0,PG-13,213515506.0,2 wins & 9 nominations total
284053,tt3501632,Thor: Ragnarok,2017-10-02,"Action, Science Fiction, Comedy",180000000.0,855301806.0,131,en,Marvel Studios,13.5122,7.582,22150,2017,Action,True,True,3.7516767,7.9,892533,74.0,93.0,PG-13,315058289.0,6 wins & 50 nominations total
1895,tt0121766,Star Wars: Episode III - Revenge of the Sith,2005-05-17,"Adventure, Action, Science Fiction",113000000.0,850000000.0,140,en,Lucasfilm Ltd.,5.3923,7.472,15065,2005,Adventure,True,True,6.522123893805309,7.7,912634,68.0,79.0,PG-13,414378291.0,Nominated for 1 Oscar. 29 wins & 64 nominations total
447365,tt6791350,Guardians of the Galaxy Vol. 3,2023-05-03,"Science Fiction, Adventure, Action",250000000.0,845550000.0,150,en,"Marvel Studios, Kevin Feige Productions",18.7146,7.932,8491,2023,Science Fiction,True,True,2.3822,7.9,470167,64.0,82.0,PG-13,358995815.0,Nominated for 1 Oscar. 12 wins & 100 nominations total
27205,tt1375666,Inception,2010-07-15,"Action, Science Fiction, Adventure",160000000.0,839030630.0,148,en,"Legendary Pictures, Syncopy, Warner Bros. Pictures",45.7633,8.373,39575,2010,Action,True,True,4.2439414375,8.8,2811614,74.0,87.0,PG-13,292587330.0,Won 4 Oscars. 160 wins & 220 nominations total
8373,tt1055369,Transformers: Revenge of the Fallen,2009-06-19,"Science Fiction, Action, Adventure",200000000.0,836304167.0,150,en,"DreamWorks Pictures, Paramount Pictures, di Bonaventura Pictures, DeSanto/Murphy Productions, Ian Bryce Productions",1.9243,6.222,9256,2009,Science Fiction,True,True,3.181520835,6.0,451650,35.0,19.0,PG-13,402111870.0,Nominated for 1 Oscar. 15 wins & 30 nominations total
50620,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,"Fantasy, Drama, Romance",120000000.0,829747654.0,115,en,"Summit Entertainment, Temple Hill Entertainment, Sunswept Entertainment",9.1167,6.5,9417,2012,Fantasy,True,True,5.9145637833333335,5.6,279805,52.0,49.0,PG-13,293144686.0,Nominated for 1 BAFTA Award22 wins & 17 nominations total
353081,tt4912910,Mission: Impossible - Fallout,2018-07-25,"Action, Adventure",178000000.0,824171374.0,147,en,"Paramount Pictures, Bad Robot, Skydance Media, TC Productions",4.6314,7.452,9211,2018,Action,True,True,3.630176258426966,7.7,419025,87.0,98.0,PG-13,220159104.0,Nominated for 1 BAFTA Award. 26 wins & 42 nominations total
297762,tt0451279,Wonder Woman,2017-05-30,"Action, Adventure, Fantasy",149000000.0,823970682.0,141,en,"Atlas Entertainment, Cruel & Unusual Films, DC Films, Warner Bros. Pictures",5.458,7.207,20996,2017,Action,True,True,4.530004577181208,7.3,732467,76.0,93.0,PG-13,412845172.0,37 wins & 76 nominations total
758891,tt13364790,"Hi, Mom",2021-02-12,"Drama, Comedy, Fantasy",59000000.0,822049668.0,128,zh,"Alibaba Pictures Group, Tianjin Maoyan Media, Beijing Big Bowl Entertainment Culture Media, Beijing Culture 北京京西文化, Beijing Cheering Times Culture & Entertainment, Shanghai Ruyi Film & TV Production 上海儒意影视制作",0.7961,7.032,172,2021,Drama,True,True,12.933045220338984,6.9,3655,,,,,33 wins & 37 nominations total
557,tt0145487,Spider-Man,2002-05-01,"Action, Science Fiction",139000000.0,821708551.0,121,en,"Marvel Enterprises, Laura Ziskin Productions, Columbia Pictures",17.0889,7.3,20866,2002,Action,True,True,4.911572309352518,7.4,958249,73.0,90.0,PG-13,408524875.0,Nominated for 2 Oscars. 17 wins & 65 nominations total
602,tt0116629,Independence Day,1996-07-02,"Action, Adventure, Science Fiction",75000000.0,817400891.0,145,en,"20th Century Fox, Centropolis Entertainment",7.8324,6.9,10542,1996,Action,True,True,9.898678546666666,7.0,642170,59.0,69.0,PG-13,306169268.0,Won 1 Oscar. 35 wins & 35 nominations total
354912,tt2380307,Coco,2017-10-27,"Family, Animation, Music, Adventure",175000000.0,814641172.0,105,en,Pixar,10.5605,8.198,21125,2017,Family,True,True,3.655092411428571,8.4,704092,81.0,97.0,PG,210460015.0,Won 2 Oscars. 113 wins & 42 nominations total
259316,tt3183660,Fantastic Beasts and Where to Find Them,2016-11-16,"Fantasy, Adventure",180000000.0,809342332.0,133,en,"Heyday Films, Warner Bros. Pictures",12.3374,7.3,19791,2016,Fantasy,True,True,3.4963462888888888,7.2,537711,66.0,74.0,PG-13,234037575.0,Won 1 Oscar. 15 wins & 54 nominations total
810,tt0413267,Shrek the Third,2007-05-17,"Fantasy, Adventure, Animation, Comedy, Family",160000000.0,808310187.0,93,en,"DreamWorks Animation, Pacific Data Images",5.4028,6.312,9863,2007,Fantasy,True,True,4.05193866875,6.1,357973,58.0,41.0,PG,322719944.0,Nominated for 1 BAFTA Award5 wins & 17 nominations total
512200,tt7975244,Jumanji: The Next Level,2019-12-04,"Adventure, Comedy, Fantasy",125000000.0,801693929.0,123,en,"Columbia Pictures, Seven Bucks Productions, Matt Tolmach Productions, The Detective Agency",7.1957,6.873,9445,2019,Adventure,True,True,5.413551432,6.6,316072,58.0,72.0,PG-13,320314960.0,2 wins & 10 nominations total
601,tt0083866,E.T. the Extra-Terrestrial,1982-06-11,"Adventure, Science Fiction, Family",10500000.0,797307407.0,115,en,"Universal Pictures, Amblin Entertainment",6.4379,7.518,12083,1982,Adventure,True,True,74.93403876190476,7.9,468998,92.0,99.0,PG,439454989.0,Won 4 Oscars. 52 wins & 39 nominations total
166426,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,"Adventure, Action, Fantasy",230000000.0,795922298.0,129,en,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",10.6375,6.661,12903,2017,Adventure,True,True,2.4605317304347825,6.5,381325,39.0,30.0,PG-13,172558876.0,1 win & 14 nominations total
14161,tt1190080,2012,2009-10-10,"Action, Adventure, Science Fiction",200000000.0,791217826.0,158,en,"Columbia Pictures, Centropolis Entertainment, Farewell Productions, The Mark Gordon Company",5.8546,5.886,12835,2009,Action,True,True,2.95608913,5.9,419441,49.0,40.0,PG-13,166112167.0,5 wins & 21 nominations total
673,tt0304141,Harry Potter and the Prisoner of Azkaban,2004-05-31,"Adventure, Fantasy",130000000.0,789804554.0,141,en,"Warner Bros. Pictures, 1492 Pictures, Heyday Films, P of A Productions",10.3169,8.01,23333,2004,Adventure,True,True,5.075419646153846,7.9,761199,82.0,90.0,PG,250657586.0,Nominated for 2 Oscars. 17 wins & 56 nominations total
558,tt0316654,Spider-Man 2,2004-06-25,"Action, Adventure, Science Fiction",200000000.0,788976453.0,127,en,"Marvel Enterprises, Laura Ziskin Productions, Columbia Pictures",5.0366,7.315,16508,2004,Action,True,True,2.944882265,7.5,777496,83.0,93.0,PG-13,375087840.0,Won 1 Oscar. 25 wins & 60 nominations total
82992,tt1905041,Fast & Furious 6,2013-05-21,"Action, Thriller, Crime",160000000.0,788700000.0,130,en,"Relativity Media, Original Film, One Race",0.9778,6.817,11249,2013,Action,True,True,3.929375,7.0,438036,61.0,71.0,PG-13,238679850.0,12 wins & 22 nominations total
217,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,"Adventure, Action",185000000.0,786636033.0,122,en,"Paramount Pictures, Lucasfilm Ltd.",5.341,6.029,9096,2008,Adventure,True,True,3.2520866648648648,6.2,511928,65.0,77.0,PG-13,317101119.0,Nominated for 1 BAFTA Award10 wins & 42 nominations total
383498,tt5463162,Deadpool 2,2018-05-15,"Action, Comedy, Adventure",110000000.0,785896632.0,120,en,"Maximum Effort, Genre Films, 20th Century Fox, Marvel Entertainment",10.1114,7.491,19366,2018,Action,True,True,6.144514836363636,7.6,742720,66.0,83.0,R,324591735.0,6 wins & 53 nominations total
293660,tt1431045,Deadpool,2016-02-09,"Action, Adventure, Comedy",58000000.0,782837347.0,108,en,"20th Century Fox, The Donners' Company, Genre Films, Marvel Entertainment",8.6203,7.624,32914,2016,Action,True,True,12.497195637931034,8.0,1250978,65.0,85.0,R,363070709.0,29 wins & 78 nominations total
11,tt0076759,Star Wars,1977-05-25,"Adventure, Action, Science Fiction",11000000.0,775398007.0,121,en,Lucasfilm Ltd.,12.1274,8.2,22511,1977,Adventure,True,True,69.49072790909091,8.6,1555851,90.0,93.0,PG,460998507.0,Won 6 Oscars. 70 wins & 31 nominations total
370172,tt2382320,No Time to Die,2021-09-29,"Action, Thriller, Adventure",250000000.0,774153024.0,163,en,"EON Productions, Metro-Goldwyn-Mayer",7.214,7.337,7205,2021,Action,True,True,2.096612096,7.3,481524,68.0,83.0,PG-13,160891007.0,Won 1 Oscar. 52 wins & 75 nominations total
118340,tt2015381,Guardians of the Galaxy,2014-07-30,"Action, Science Fiction, Adventure",170000000.0,772776600.0,121,en,Marvel Studios,8.8268,7.906,29905,2014,Action,True,True,3.545744705882353,8.0,1362435,76.0,91.0,PG-13,333718600.0,Nominated for 2 Oscars. 52 wins & 103 nominations total
414906,tt1877830,The Batman,2022-03-01,"Crime, Mystery, Thriller",185000000.0,772775278.0,177,en,"6th & Idaho Motion Picture Company, Dylan Clark Productions, DC Films, Warner Bros. Pictures",25.6098,7.663,12132,2022,Crime,True,True,3.1771636648648647,7.8,923764,72.0,85.0,PG-13,369801546.0,Nominated for 3 Oscars. 40 wins & 176 nominations total
8587,tt0110357,The Lion King,1994-06-15,"Animation, Family, Drama",45000000.0,763455561.0,89,en,"Walt Disney Pictures, Walt Disney Feature Animation",14.7211,8.254,19846,1994,Animation,True,True,15.965679133333332,8.5,1248136,88.0,92.0,G,424979720.0,Won 2 Oscars. 43 wins & 35 nominations total
616037,tt10648342,Thor: Love and Thunder,2022-07-06,"Fantasy, Action, Comedy",250000000.0,760928081.0,119,en,"Marvel Studios, Kevin Feige Productions",6.5548,6.369,8659,2022,Fantasy,True,True,2.043712324,6.1,459337,57.0,64.0,PG-13,343256830.0,5 wins & 24 nominations total
384018,tt6806448,Fast & Furious Presents: Hobbs & Shaw,2019-07-31,"Action, Adventure, Comedy",200000000.0,760098996.0,137,en,"Chris Morgan Productions, Seven Bucks Productions, Universal Pictures",7.3475,6.829,7827,2019,Action,True,True,2.80049498,6.4,255155,60.0,67.0,PG-13,173956935.0,1 win & 25 nominations total
591,tt0382625,The Da Vinci Code,2006-05-17,"Thriller, Mystery",125000000.0,760006945.0,149,en,"Imagine Entertainment, Skylark Productions",5.7818,6.732,10148,2006,Thriller,True,True,5.08005556,6.6,480857,46.0,25.0,PG-13,217536138.0,8 wins & 21 nominations total
402431,tt1262426,Wicked,2024-10-16,"Drama, Romance, Fantasy",150000000.0,758827029.0,162,en,"Universal Pictures, Marc Platt Productions",9.5813,6.912,3111,2024,Drama,True,True,4.05884686,7.4,191746,73.0,88.0,PG,474560015.0,Won 2 Oscars. 125 wins & 324 nominations total
1930,tt0948470,The Amazing Spider-Man,2012-06-23,"Action, Adventure, Science Fiction",215000000.0,758725893.0,136,en,"Marvel Entertainment, Laura Ziskin Productions, Columbia Pictures, Matt Tolmach Productions, Arad Productions",11.274,6.741,18678,2012,Action,True,True,2.528957641860465,6.9,763493,66.0,71.0,PG-13,262782352.0,2 wins & 33 nominations total
102651,tt1587310,Maleficent,2014-05-28,"Fantasy, Adventure, Action, Family, Romance",180000000.0,758539785.0,97,en,"Walt Disney Pictures, Roth Films",12.7826,7.1,13801,2014,Fantasy,True,True,3.2141099166666667,6.9,420347,56.0,54.0,PG,241410378.0,Nominated for 1 Oscar. 12 wins & 44 nominations total
131631,tt1951265,The Hunger Games: Mockingjay - Part 1,2014-11-19,"Science Fiction, Adventure, Thriller",125000000.0,755356711.0,123,en,"Lionsgate, Color Force",12.8139,6.8,16811,2014,Science Fiction,True,True,5.042853688,6.6,541925,64.0,70.0,PG-13,337135885.0,21 wins & 32 nominations total
10192,tt0892791,Shrek Forever After,2010-05-20,"Comedy, Adventure, Fantasy, Animation, Family",165000000.0,752600867.0,93,en,DreamWorks Animation,5.9094,6.406,8023,2010,Comedy,True,True,3.561217375757576,6.3,243636,58.0,58.0,PG,238736787.0,1 win & 13 nominations total
297761,tt1386697,Suicide Squad,2016-08-03,"Action, Adventure, Fantasy",175000000.0,749200054.0,122,en,"Warner Bros. Pictures, RatPac Entertainment, DC Films, Atlas Entertainment",7.8688,5.917,22204,2016,Action,True,True,3.281143165714285,5.9,758745,40.0,26.0,PG-13,325100054.0,Won 1 Oscar. 18 wins & 41 nominations total
127585,tt1877832,X-Men: Days of Future Past,2014-05-15,"Action, Adventure, Science Fiction",250000000.0,748045700.0,132,en,"Bad Hat Harry Productions, The Donners' Company, 20th Century Fox, Marvel Entertainment, TSG Entertainment, Genre Films",11.2508,7.533,16378,2014,Action,True,True,1.9921828,7.9,786991,75.0,90.0,PG-13,233921534.0,Nominated for 1 Oscar. 16 wins & 48 nominations total
80321,tt1277953,Madagascar 3: Europe's Most Wanted,2012-06-06,"Animation, Family, Comedy, Adventure",145000000.0,746921274.0,93,en,"DreamWorks Animation, Pacific Data Images",16.2442,6.642,6621,2012,Animation,True,True,4.1511812,6.8,215044,60.0,78.0,PG,216391482.0,3 wins & 20 nominations total
157336,tt0816692,Interstellar,2014-11-05,"Adventure, Drama, Science Fiction",165000000.0,746606706.0,169,en,"Legendary Pictures, Syncopy, Lynda Obst Productions",57.4104,8.482,40335,2014,Adventure,True,True,3.5248891272727274,8.7,2516752,74.0,73.0,PG-13,203227580.0,Won 1 Oscar. 45 wins & 148 nominations total
411,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,"Adventure, Family, Fantasy",180000000.0,745013115.0,143,en,"Walt Disney Pictures, Walden Media, C.S. Lewis Company",9.6304,7.139,11604,2005,Adventure,True,True,3.13896175,6.9,450246,75.0,76.0,PG,291710957.0,Won 1 Oscar. 18 wins & 46 nominations total
62211,tt1453405,Monsters University,2013-06-19,"Animation, Family, Comedy, Fantasy",200000000.0,743559465.0,104,en,Pixar,12.9744,7.1,11409,2013,Animation,True,True,2.717797325,7.2,421121,65.0,80.0,G,268492764.0,Nominated for 2 BAFTA 9 wins & 58 nominations total
615453,tt10627720,Ne Zha,2019-07-26,"Animation, Fantasy, Adventure",22000000.0,742718496.0,110,zh,"Beijing Enlight Pictures, Horgos Coloroom Pictures, October Media, Chengdu Coco Cartoon",5.4443,7.906,901,2019,Animation,True,True,32.75993163636364,7.3,21890,56.0,88.0,Not Rated,3695533.0,21 wins & 26 nominations total
604,tt0234215,The Matrix Reloaded,2003-05-15,"Adventure, Action, Thriller, Science Fiction",150000000.0,738599701.0,138,en,"Village Roadshow Pictures, Silver Pictures, NPV Entertainment",6.0486,7.082,12078,2003,Adventure,True,True,3.923998006666667,7.2,666077,62.0,74.0,R,281576461.0,8 wins & 34 nominations total
14160,tt1049413,Up,2009-05-28,"Animation, Comedy, Family, Adventure",175000000.0,735103954.0,96,en,Pixar,9.3587,8.0,21826,2009,Animation,True,True,3.200594022857143,8.3,1225827,88.0,98.0,PG,293004164.0,Won 2 Oscars. 81 wins & 88 nominations total
1311031,tt32820897,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025-07-18,"Animation, Action, Fantasy",20000000.0,733030221.0,156,ja,"ufotable, Aniplex, Shueisha",86.0894,7.7,902,2025,Animation,True,True,35.65151105,8.4,64082,67.0,98.0,R,134519077.0,2 wins & 7 nominations total
385128,tt5433138,F9,2021-05-19,"Action, Adventure, Crime",200000000.0,726229501.0,143,en,"Original Film, One Race, Perfect Storm Entertainment, Universal Pictures, Roth-Kirschenbaum Films",4.0482,6.992,7763,2021,Action,True,True,2.631147505,5.2,179684,58.0,59.0,PG-13,173005945.0,2 wins & 13 nominations total
49047,tt1454468,Gravity,2013-10-03,"Science Fiction, Thriller, Drama",105000000.0,723192705.0,91,en,"Esperanto Filmoj, Warner Bros. Pictures, Heyday Films",4.1763,7.171,16441,2013,Science Fiction,True,True,5.887549571428571,7.7,895643,96.0,96.0,PG-13,274092705.0,Won 7 Oscars. 240 wins & 188 nominations total
762509,tt13186482,Mufasa: The Lion King,2024-12-18,"Adventure, Family, Animation",200000000.0,722631756.0,118,en,Walt Disney Pictures,8.5054,7.303,2709,2024,Adventure,True,True,2.61315878,6.6,80914,56.0,56.0,PG,254567693.0,1 win & 18 nominations total
346364,tt1396484,It,2017-09-06,"Horror, Thriller, Drama",35000000.0,719766009.0,135,en,"New Line Cinema, Vertigo Entertainment, Lin Pictures, KatzSmith Productions",5.29,7.24,20439,2017,Horror,True,True,19.564743114285715,7.3,694027,69.0,85.0,R,328874981.0,12 wins & 49 nominations total
102382,tt1872181,The Amazing Spider-Man 2,2014-04-16,"Action, Adventure, Science Fiction",200000000.0,716934779.0,141,en,"Columbia Pictures, Matt Tolmach Productions, Arad Productions, Marvel Entertainment",17.8062,6.547,14375,2014,Action,True,True,2.584673895,6.6,588917,53.0,50.0,PG-13,203605622.0,4 wins & 30 nominations total
693134,tt15239678,Dune: Part Two,2024-02-27,"Science Fiction, Adventure",190000000.0,714844358.0,167,en,Legendary Pictures,25.1473,8.1,8184,2024,Science Fiction,True,True,2.762338726315789,8.4,734902,79.0,92.0,PG-13,282144358.0,Won 2 Oscars. 125 wins & 376 nominations total
100402,tt1843866,Captain America: The Winter Soldier,2014-03-20,"Action, Adventure, Science Fiction",170000000.0,714766572.0,136,en,Marvel Studios,8.6695,7.655,20136,2014,Action,True,True,3.2045092470588235,7.7,970692,70.0,90.0,PG-13,259766572.0,Nominated for 1 Oscar. 5 wins & 52 nominations total
50619,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,2011-11-16,"Adventure, Fantasy, Romance",110000000.0,712171856.0,117,en,"Summit Entertainment, Sunswept Entertainment, TSBD Canada Productions, TSBD Louisiana, TSBD Productions, Temple Hill Entertainment, Total Entertainment",12.6217,6.2,9315,2011,Adventure,True,True,5.4742896,4.9,271400,45.0,25.0,PG-13,281797623.0,11 wins & 22 nominations total
119450,tt2103281,Dawn of the Planet of the Apes,2014-07-08,"Science Fiction, Action, Drama, Thriller",170000000.0,710644566.0,130,en,"TSG Entertainment, Chernin Entertainment, Ingenious Media, 20th Century Fox",11.001,7.339,12310,2014,Science Fiction,True,True,3.1802621529411765,7.6,508717,79.0,91.0,PG-13,208545589.0,Nominated for 1 Oscar. 17 wins & 48 nominations total
18239,tt1259571,The Twilight Saga: New Moon,2009-11-18,"Adventure, Fantasy, Drama, Romance",50000000.0,709827462.0,131,en,"Summit Entertainment, Temple Hill Entertainment, Maverick Films, Imprint Entertainment, Sunswept Entertainment",4.6408,6.0,9798,2009,Adventure,True,True,13.19654924,4.8,320139,44.0,28.0,PG-13,298410482.0,23 wins & 24 nominations total
1858,tt0418279,Transformers,2007-06-27,"Adventure, Science Fiction, Action",150000000.0,709709780.0,144,en,"DreamWorks Pictures, di Bonaventura Pictures, DeSanto/Murphy Productions, Paramount Pictures",2.1989,6.839,12329,2007,Adventure,True,True,3.7313985333333335,7.1,714583,61.0,57.0,PG-13,319246193.0,Nominated for 3 Oscars. 25 wins & 50 nominations total
385687,tt5433140,Fast X,2023-05-17,"Action, Crime, Thriller",340000000.0,704709660.0,142,en,"Universal Pictures, Original Film, One Race, Perfect Storm Entertainment",17.5848,6.99,6392,2023,Action,True,True,1.072675470588235,5.7,145538,56.0,56.0,PG-13,146126015.0,2 wins & 24 nominations total
24021,tt1325004,The Twilight Saga: Eclipse,2010-06-23,"Adventure, Fantasy, Drama, Romance",68000000.0,698491347.0,124,en,"Summit Entertainment, Temple Hill Entertainment, Imprint Entertainment, Maverick Films, Sunswept Entertainment",5.3528,6.2,9292,2010,Adventure,True,True,9.271931573529413,5.1,279535,58.0,46.0,PG-13,300840764.0,23 wins & 35 nominations total
56292,tt1229238,Mission: Impossible - Ghost Protocol,2011-12-07,"Action, Thriller, Adventure",145000000.0,694713380.0,133,en,"Paramount Pictures, Bad Robot, TC Productions, Skydance Media",7.0542,7.115,10843,2011,Action,True,True,3.7911267586206896,7.4,565615,73.0,93.0,PG-13,209397903.0,5 wins & 30 nominations total
70160,tt1392170,The Hunger Games,2012-03-12,"Science Fiction, Adventure, Action, Thriller",75000000.0,694000000.0,142,en,"Lionsgate, Color Force",8.0653,7.2,23433,2012,Science Fiction,True,True,8.253333333333334,7.2,1074757,68.0,84.0,PG-13,408010692.0,Won 1 BAFTA Award34 wins & 49 nominations total
569094,tt9362722,Spider-Man: Across the Spider-Verse,2023-05-31,"Animation, Action, Adventure, Science Fiction",100000000.0,690897910.0,140,en,"Columbia Pictures, Sony Pictures Animation, Lord Miller, Pascal Pictures, Arad Productions, Marvel Entertainment",25.9976,8.34,8805,2023,Animation,True,True,5.9089791,8.5,509515,86.0,95.0,PG,381593754.0,Nominated for 1 Oscar. 107 wins & 164 nominations total
277834,tt3521164,Moana,2016-10-13,"Adventure, Comedy, Family, Animation",150000000.0,690860472.0,107,en,Walt Disney Animation Studios,7.8129,7.565,13840,2016,Adventure,True,True,3.60573648,7.6,436011,81.0,95.0,PG,248757044.0,Nominated for 2 Oscars. 22 wins & 90 nominations total
1314481,tt33612209,The Devil Wears Prada 2,2026-04-29,"Comedy, Drama",100000000.0,689469075.0,119,en,"20th Century Studios, Wendy Finerman Productions",185.7326,7.125,1540,2026,Comedy,True,True,5.89469075,6.5,73728,63.0,,PG-13,220505976.0,2 wins & 4 nominations total
602666,tt10370822,Detective Chinatown 3,2021-02-12,"Action, Comedy, Mystery",117000000.0,686257563.0,136,zh,"Beijing Yitong Legend Films, China Film Co-Production, As One Production, Wanda Pictures",1.927,5.62,117,2021,Action,True,True,4.8654492564102565,5.6,3028,,60.0,R,,5 wins & 5 nominations total
687163,tt12042730,Project Hail Mary,2026-03-15,"Science Fiction, Adventure",200000000.0,683349773.0,157,en,"Lord Miller, Amazon MGM Studios, Pascal Pictures, Open Invite Entertainment, Waypoint Entertainment",171.0115,8.7,6190,2026,Science Fiction,True,True,2.416748865,8.2,433769,77.0,94.0,PG-13,344050007.0,7 wins & 11 nominations total
177677,tt2381249,Mission: Impossible - Rogue Nation,2015-07-28,"Action, Adventure",150000000.0,682716636.0,131,en,"Paramount Pictures, Bad Robot, Odin, Skydance Media",7.7954,7.226,9786,2015,Action,True,True,3.55144424,7.4,445302,75.0,94.0,PG-13,195042377.0,6 wins & 26 nominations total
13,tt0109830,Forrest Gump,1994-06-23,"Comedy, Drama, Romance",55000000.0,677387716.0,142,en,"Paramount Pictures, The Steve Tisch Company, Wendy Finerman Productions",15.7142,8.465,29989,1994,Comedy,True,True,11.316140290909091,8.8,2493306,82.0,75.0,PG-13,330455270.0,Won 6 Oscars. 51 wins & 74 nominations total
284052,tt1211837,Doctor Strange,2016-10-25,"Fantasy, Adventure, Action",180000000.0,676343174.0,115,en,Marvel Studios,11.7013,7.423,23564,2016,Fantasy,True,True,2.757462077777778,7.5,877590,72.0,89.0,PG-13,232641920.0,Nominated for 1 Oscar. 21 wins & 68 nominations total
